eval_scheme,fold_id,control,n_trials,mrr_mean,mrr_std,word_acc_mean,word_acc_std,bleu1_mean,bleu1_std,wer_mean,wer_std,recall_auc_mean,recall_auc_std
loso,sub-14,shuffle_time,20,0.30314811338141323,0.018848626727287928,0.15465456674473071,0.010254965968128959,0.3719847775175644,0.030631813281303353,0.7990485948477752,0.027603886485712496,0.791628705660593,0.01759812992853718
loso,sub-14,zero,20,0.2816657282683436,0.028597565693304464,0.11653981264637003,0.014717791340424724,0.3946135831381733,0.0348400142979736,0.8295667447306793,0.009079959885233583,0.790828668532587,0.018755567024325032
loso,sub-16,none,20,0.2746711086244429,0.014940287920874745,0.12596604215456675,0.03258183501123652,0.3296252927400468,0.032244237170638186,0.8362119437939111,0.04020344635176152,0.7782365625178499,0.01439573473088262
loso,sub-16,shuffle_time,20,0.2937006904545919,0.008960752420037936,0.13997365339578455,0.017840913541299065,0.37079918032786885,0.02060687588639088,0.8059133489461358,0.04375140475956543,0.7878104115496658,0.015180662040671134
loso,sub-16,zero,20,0.2622722282757812,0.004557677275964702,0.120769906323185,0.007293792258738282,0.356059718969555,0.01366688338960765,0.805532786885246,0.031962418410282925,0.7710660378705662,0.012798866812833277
loso,sub-17,none,20,0.30451653569171644,0.030825981274323958,0.14521370023419206,0.030766888032287904,0.40364461358313813,0.020161464398232624,0.7739461358313817,0.022029150484936515,0.7905757339921174,0.01705948068437046
loso,sub-17,shuffle_time,20,0.29319616546245114,0.015537370648520704,0.13856850117096017,0.012828026089657382,0.38062060889929744,0.028801749716616257,0.7906469555035129,0.040481249124003936,0.7870185854229738,0.018910121652037596
loso,sub-17,zero,20,0.27289689497336583,0.011137957174883186,0.13662177985948476,0.020148445769787013,0.34893149882903984,0.019485299685255843,0.8341188524590164,0.024867995149336797,0.7726802136288342,0.016247345438938562
session_cv,0,none,52,0.27824227382398103,0.015700050531965576,0.13089420825076561,0.028549256792728885,0.3325808412898577,0.027782421838081738,0.8274691497027562,0.028733766328195468,0.7712528312850684,0.021774036357198247
session_cv,0,shuffle_time,52,0.28001997123646566,0.005408313995390734,0.13003287695910645,0.021466875887406645,0.31617613943433615,0.012666987120672588,0.8301601062871554,0.02333530118013089,0.7718548569583153,0.01737601274801205
session_cv,0,zero,52,0.27069684382381093,0.02457327542839504,0.15451607818411098,0.02372357834174311,0.3097189695550352,0.04788657061837178,0.8244460457575211,0.03950408790131568,0.7185821413192965,0.003383618481468263
session_cv,1,none,52,0.27830342431123456,0.02178213610672886,0.1274376238515583,0.02362385335354654,0.35581426769951363,0.02876792319230394,0.8346750585480093,0.023704103144500683,0.7776126499949471,0.02480295324931444
session_cv,1,shuffle_time,52,0.2868165874540268,0.007500826243094248,0.14220973698432718,0.015455632599354514,0.31338384975680056,0.01557229985836675,0.8261574491082686,0.031334174092294415,0.7738671701649008,0.017785615553859387
session_cv,1,zero,52,0.2635801765416855,0.0144988793226811,0.11747320302648173,0.007213005669602216,0.3180282831922177,0.038028429971729255,0.850702576112412,0.00943648818838534,0.7683354542798264,0.02675974880678078
session_cv,2,none,52,0.28154040985211654,0.01214236182145068,0.13289835164835165,0.023823574929688125,0.33707327508557017,0.01769179110120545,0.8203702035669248,0.03157216201366487,0.7761783336116105,0.020089327432309702
session_cv,2,shuffle_time,52,0.2796739908093918,0.006389288864600979,0.1294586560980004,0.023703659410930705,0.330024995496307,0.011865698108426097,0.806313051702396,0.033915859518657575,0.7756321921780738,0.018104067978719954
session_cv,2,zero,52,0.2451750971964228,0.009751307653619689,0.10442938209331651,0.0211052565130038,0.2653913709241578,0.0033564986428225047,0.8559606377229328,0.01813570896772669,0.7409008923902967,0.008983786415474322
session_cv,3,none,52,0.2776613478526213,0.016836240520674294,0.12740384615384615,0.025151426698934585,0.33893667807602235,0.028818728538887083,0.827531075481895,0.034188708531533545,0.7743942944800103,0.01950055181972282
session_cv,3,shuffle_time,52,0.2790916454524789,0.008596666302245344,0.12477481534858585,0.009469127601004549,0.30353202125743106,0.015290770920225944,0.8362063141776255,0.027660175252837448,0.7718836915783137,0.016706346330003674
session_cv,3,zero,52,0.2489142437453265,0.011315046754115503,0.11340862006845615,0.008458082679468352,0.2680485498108449,0.014968340103607751,0.8663754278508377,0.00843265540642601,0.725409904719431,0.0024705644591215313
session_cv,4,none,52,0.26611642180570755,0.014462883244745433,0.11374076742929201,0.026383407729650053,0.31668843451630335,0.030281656470469643,0.8441384435236893,0.031525355567083954,0.7662614899095307,0.0171208059857008
session_cv,4,shuffle_time,52,0.28203886969074615,0.008342940454219773,0.126367996757341,0.02033158201897839,0.33003625472887776,0.012454125483431801,0.8187601333093136,0.020941529966922712,0.7791881187085606,0.021692324351061488
session_cv,4,zero,52,0.24314097082937994,0.004676514415179922,0.09858584038911908,0.024023759341481446,0.2864968023779499,0.036073614520111534,0.8617647721131326,0.006563641046292263,0.7500089250014279,0.018802743737835328
stimulus,lines2,none,260,0.257792224397195,0.015587072997823007,0.09524410016213294,0.021051156724560895,0.4036964060529634,0.027242512881399977,0.7731320933165196,0.03903742463735018,0.7491791470225097,0.009238076001948712
stimulus,lines2,shuffle_time,260,0.2708989926501852,0.01040505965657067,0.10843992073500269,0.020247171465942203,0.41608944334354175,0.03194145210710998,0.7535590434156008,0.03212151169498168,0.7513902955301397,0.010157057444114551
stimulus,lines2,zero,260,0.26850652161094524,0.012926563485278122,0.11355161232210412,0.018828440779243404,0.39846198883084133,0.06599087721107219,0.7776796973518286,0.024852136591194698,0.742173872209358,0.0072635549487559846
stimulus,lines4,none,260,0.23487116825537166,0.024676671148270095,0.07174833363357953,0.02946966625991416,0.39919946856422267,0.04011788710977979,0.7608009818050802,0.025167600712270803,0.7135218440096489,0.011969875008851962
stimulus,lines4,shuffle_time,260,0.2519255078129115,0.02311135238016846,0.1028373266078184,0.013388490957512997,0.4312939110070258,0.022712452532989605,0.7136191677175283,0.020351411520144427,0.7239358102912681,0.01626261318985651
stimulus,lines4,zero,260,0.23959812091155985,0.02117045075662101,0.09413506575391821,0.054607566085749855,0.3742490091875338,0.015613891518213789,0.7848991172761666,0.034981145402600056,0.7057716061926876,0.009033504445484423
